file,label
data\features\mel_spectrograms\fake\ai_756_2.npy,0
data\features\mel_spectrograms\fake\ai_886_1.npy,0
data\features\mel_spectrograms\real\human_0354_1.npy,1
data\features\mel_spectrograms\real\24695_1.npy,1
data\features\mel_spectrograms\fake\ai_00892_2.npy,0
data\features\mel_spectrograms\real\20773_0.npy,1
data\features\mel_spectrograms\fake\ai_98_0.npy,0
data\features\mel_spectrograms\fake\ai_00307_1.npy,0
data\features\mel_spectrograms\fake\ai_45_4.npy,0
data\features\mel_spectrograms\real\human_0430_0.npy,1
data\features\mel_spectrograms\real\15209_1.npy,1
data\features\mel_spectrograms\fake\ai_00126_2.npy,0
data\features\mel_spectrograms\real\human_0020_0.npy,1
data\features\mel_spectrograms\fake\ai_394_2.npy,0
data\features\mel_spectrograms\fake\ai_102_0.npy,0
data\features\mel_spectrograms\fake\ai_00279_0.npy,0
data\features\mel_spectrograms\fake\ai_00793_1.npy,0
data\features\mel_spectrograms\real\human_0657_0.npy,1
data\features\mel_spectrograms\fake\ai_781_2.npy,0
data\features\mel_spectrograms\real\16131_1.npy,1
data\features\mel_spectrograms\fake\ai_270_3.npy,0
data\features\mel_spectrograms\fake\ai_00144_2.npy,0
data\features\mel_spectrograms\fake\ai_00835_1.npy,0
data\features\mel_spectrograms\fake\ai_00622_1.npy,0
data\features\mel_spectrograms\fake\ai_485_1.npy,0
data\features\mel_spectrograms\fake\ai_00117_0.npy,0
data\features\mel_spectrograms\fake\ai_01025_2.npy,0
data\features\mel_spectrograms\fake\ai_00948_1.npy,0
data\features\mel_spectrograms\fake\ai_00648_1.npy,0
data\features\mel_spectrograms\fake\ai_827_1.npy,0
data\features\mel_spectrograms\fake\ai_0_2.npy,0
data\features\mel_spectrograms\fake\ai_371_0.npy,0
data\features\mel_spectrograms\real\human_0362_1.npy,1
data\features\mel_spectrograms\fake\ai_01027_1.npy,0
data\features\mel_spectrograms\fake\ai_514_0.npy,0
data\features\mel_spectrograms\fake\ai_205_0.npy,0
data\features\mel_spectrograms\fake\ai_279_1.npy,0
data\features\mel_spectrograms\fake\ai_936_0.npy,0
data\features\mel_spectrograms\fake\ai_01035_1.npy,0
data\features\mel_spectrograms\fake\ai_00073_0.npy,0
data\features\mel_spectrograms\real\597_1.npy,1
data\features\mel_spectrograms\real\human_0280_0.npy,1
data\features\mel_spectrograms\fake\ai_877_1.npy,0
data\features\mel_spectrograms\real\human_0295_1.npy,1
data\features\mel_spectrograms\fake\ai_376_2.npy,0
data\features\mel_spectrograms\real\human_0917_0.npy,1
data\features\mel_spectrograms\real\20452_1.npy,1
data\features\mel_spectrograms\fake\ai_01031_0.npy,0
data\features\mel_spectrograms\fake\ai_00125_0.npy,0
data\features\mel_spectrograms\fake\ai_00015_2.npy,0
data\features\mel_spectrograms\real\human_0544_0.npy,1
data\features\mel_spectrograms\real\27027_1.npy,1
data\features\mel_spectrograms\real\4791_1.npy,1
data\features\mel_spectrograms\fake\ai_00724_0.npy,0
data\features\mel_spectrograms\real\human_0051_1.npy,1
data\features\mel_spectrograms\fake\ai_126_1.npy,0
data\features\mel_spectrograms\fake\ai_757_0.npy,0
data\features\mel_spectrograms\fake\ai_965_1.npy,0
data\features\mel_spectrograms\fake\ai_00797_0.npy,0
data\features\mel_spectrograms\real\human_0101_0.npy,1
data\features\mel_spectrograms\fake\ai_00038_1.npy,0
data\features\mel_spectrograms\fake\ai_00399_0.npy,0
data\features\mel_spectrograms\fake\ai_190_3.npy,0
data\features\mel_spectrograms\fake\ai_38_4.npy,0
data\features\mel_spectrograms\fake\ai_01084_1.npy,0
data\features\mel_spectrograms\real\5678_1.npy,1
data\features\mel_spectrograms\real\human_0701_0.npy,1
data\features\mel_spectrograms\fake\ai_00425_1.npy,0
data\features\mel_spectrograms\real\23705_1.npy,1
data\features\mel_spectrograms\fake\ai_00156_2.npy,0
data\features\mel_spectrograms\real\24510_0.npy,1
data\features\mel_spectrograms\fake\ai_891_1.npy,0
data\features\mel_spectrograms\fake\ai_832_2.npy,0
data\features\mel_spectrograms\fake\ai_221_2.npy,0
data\features\mel_spectrograms\fake\ai_461_0.npy,0
data\features\mel_spectrograms\real\human_0677_1.npy,1
data\features\mel_spectrograms\real\23936_1.npy,1
data\features\mel_spectrograms\fake\ai_819_2.npy,0
data\features\mel_spectrograms\fake\ai_59_4.npy,0
data\features\mel_spectrograms\fake\ai_504_0.npy,0
data\features\mel_spectrograms\real\human_0972_1.npy,1
data\features\mel_spectrograms\real\human_0812_1.npy,1
data\features\mel_spectrograms\fake\ai_00533_0.npy,0
data\features\mel_spectrograms\real\17078_0.npy,1
data\features\mel_spectrograms\real\8616_1.npy,1
data\features\mel_spectrograms\real\12558_1.npy,1
data\features\mel_spectrograms\fake\ai_01079_0.npy,0
data\features\mel_spectrograms\fake\ai_684_3.npy,0
data\features\mel_spectrograms\real\10418_1.npy,1
data\features\mel_spectrograms\fake\ai_00900_1.npy,0
data\features\mel_spectrograms\fake\ai_145_1.npy,0
data\features\mel_spectrograms\fake\ai_00996_1.npy,0
data\features\mel_spectrograms\real\human_0409_0.npy,1
data\features\mel_spectrograms\fake\ai_157_1.npy,0
data\features\mel_spectrograms\real\human_0748_0.npy,1
data\features\mel_spectrograms\fake\ai_00547_1.npy,0
data\features\mel_spectrograms\real\human_0427_0.npy,1
data\features\mel_spectrograms\fake\ai_927_0.npy,0
data\features\mel_spectrograms\real\12492_0.npy,1
data\features\mel_spectrograms\real\11430_1.npy,1
data\features\mel_spectrograms\real\human_0413_0.npy,1
data\features\mel_spectrograms\fake\ai_925_0.npy,0
data\features\mel_spectrograms\fake\ai_829_2.npy,0
data\features\mel_spectrograms\fake\ai_00172_0.npy,0
data\features\mel_spectrograms\real\human_0736_1.npy,1
data\features\mel_spectrograms\real\24453_0.npy,1
data\features\mel_spectrograms\fake\ai_00025_2.npy,0
data\features\mel_spectrograms\fake\ai_00275_2.npy,0
data\features\mel_spectrograms\real\human_0617_0.npy,1
data\features\mel_spectrograms\real\human_0125_0.npy,1
data\features\mel_spectrograms\real\human_0559_1.npy,1
data\features\mel_spectrograms\real\human_0291_0.npy,1
data\features\mel_spectrograms\real\17849_0.npy,1
data\features\mel_spectrograms\real\human_0715_1.npy,1
data\features\mel_spectrograms\fake\ai_905_2.npy,0
data\features\mel_spectrograms\fake\ai_685_1.npy,0
data\features\mel_spectrograms\real\human_0536_1.npy,1
data\features\mel_spectrograms\fake\ai_00394_1.npy,0
data\features\mel_spectrograms\real\5250_0.npy,1
data\features\mel_spectrograms\fake\ai_251_3.npy,0
data\features\mel_spectrograms\real\10301_0.npy,1
data\features\mel_spectrograms\fake\ai_436_0.npy,0
data\features\mel_spectrograms\fake\ai_90_3.npy,0
data\features\mel_spectrograms\fake\ai_00014_0.npy,0
data\features\mel_spectrograms\real\22215_0.npy,1
data\features\mel_spectrograms\real\human_0334_0.npy,1
data\features\mel_spectrograms\real\human_0841_0.npy,1
data\features\mel_spectrograms\real\human_0986_0.npy,1
data\features\mel_spectrograms\fake\ai_805_2.npy,0
data\features\mel_spectrograms\fake\ai_369_2.npy,0
data\features\mel_spectrograms\fake\ai_01072_0.npy,0
data\features\mel_spectrograms\fake\ai_854_3.npy,0
data\features\mel_spectrograms\fake\ai_635_2.npy,0
data\features\mel_spectrograms\real\human_0319_0.npy,1
data\features\mel_spectrograms\fake\ai_347_2.npy,0
data\features\mel_spectrograms\real\11519_1.npy,1
data\features\mel_spectrograms\fake\ai_00939_1.npy,0
data\features\mel_spectrograms\fake\ai_00972_0.npy,0
data\features\mel_spectrograms\fake\ai_00053_0.npy,0
data\features\mel_spectrograms\real\25029_0.npy,1
data\features\mel_spectrograms\real\human_0647_0.npy,1
data\features\mel_spectrograms\fake\ai_00427_0.npy,0
data\features\mel_spectrograms\real\14603_1.npy,1
data\features\mel_spectrograms\fake\ai_00101_2.npy,0
data\features\mel_spectrograms\real\13082_1.npy,1
data\features\mel_spectrograms\real\12959_0.npy,1
data\features\mel_spectrograms\real\human_0030_1.npy,1
data\features\mel_spectrograms\fake\ai_00953_1.npy,0
data\features\mel_spectrograms\fake\ai_361_1.npy,0
data\features\mel_spectrograms\real\human_0610_1.npy,1
data\features\mel_spectrograms\real\human_0500_1.npy,1
data\features\mel_spectrograms\fake\ai_478_2.npy,0
data\features\mel_spectrograms\fake\ai_449_0.npy,0
data\features\mel_spectrograms\real\19690_0.npy,1
data\features\mel_spectrograms\real\human_0740_0.npy,1
data\features\mel_spectrograms\fake\ai_869_2.npy,0
data\features\mel_spectrograms\fake\ai_421_2.npy,0
data\features\mel_spectrograms\fake\ai_00562_1.npy,0
data\features\mel_spectrograms\fake\ai_00963_1.npy,0
data\features\mel_spectrograms\fake\ai_859_3.npy,0
data\features\mel_spectrograms\fake\ai_71_0.npy,0
data\features\mel_spectrograms\fake\ai_451_2.npy,0
data\features\mel_spectrograms\fake\ai_385_1.npy,0
data\features\mel_spectrograms\fake\ai_632_1.npy,0
data\features\mel_spectrograms\fake\ai_636_2.npy,0
data\features\mel_spectrograms\fake\ai_00105_0.npy,0
data\features\mel_spectrograms\fake\ai_00666_1.npy,0
data\features\mel_spectrograms\real\human_0963_1.npy,1
data\features\mel_spectrograms\fake\ai_00458_0.npy,0
data\features\mel_spectrograms\fake\ai_589_2.npy,0
data\features\mel_spectrograms\real\3299_1.npy,1
data\features\mel_spectrograms\real\15411_1.npy,1
data\features\mel_spectrograms\fake\ai_792_3.npy,0
data\features\mel_spectrograms\fake\ai_121_4.npy,0
data\features\mel_spectrograms\real\human_0243_1.npy,1
data\features\mel_spectrograms\fake\ai_00252_1.npy,0
data\features\mel_spectrograms\fake\ai_412_2.npy,0
data\features\mel_spectrograms\real\human_0100_1.npy,1
data\features\mel_spectrograms\fake\ai_2_0.npy,0
data\features\mel_spectrograms\real\23304_0.npy,1
data\features\mel_spectrograms\real\human_0905_0.npy,1
data\features\mel_spectrograms\fake\ai_414_3.npy,0
data\features\mel_spectrograms\fake\ai_815_0.npy,0
data\features\mel_spectrograms\fake\ai_00563_1.npy,0
data\features\mel_spectrograms\real\human_0284_0.npy,1
data\features\mel_spectrograms\real\human_0940_1.npy,1
data\features\mel_spectrograms\real\human_0039_1.npy,1
data\features\mel_spectrograms\real\9312_1.npy,1
data\features\mel_spectrograms\fake\ai_01082_0.npy,0
data\features\mel_spectrograms\fake\ai_946_1.npy,0
data\features\mel_spectrograms\fake\ai_00458_1.npy,0
data\features\mel_spectrograms\fake\ai_932_2.npy,0
data\features\mel_spectrograms\fake\ai_729_2.npy,0
data\features\mel_spectrograms\fake\ai_608_2.npy,0
data\features\mel_spectrograms\fake\ai_542_1.npy,0
data\features\mel_spectrograms\real\human_0079_0.npy,1
data\features\mel_spectrograms\real\25124_0.npy,1
data\features\mel_spectrograms\fake\ai_116_3.npy,0
data\features\mel_spectrograms\real\human_0785_0.npy,1
data\features\mel_spectrograms\fake\ai_00620_0.npy,0
data\features\mel_spectrograms\real\3740_0.npy,1
data\features\mel_spectrograms\real\16097_1.npy,1
data\features\mel_spectrograms\real\human_0502_0.npy,1
data\features\mel_spectrograms\real\human_0805_1.npy,1
data\features\mel_spectrograms\fake\ai_559_1.npy,0
data\features\mel_spectrograms\fake\ai_256_1.npy,0
data\features\mel_spectrograms\real\human_0882_0.npy,1
data\features\mel_spectrograms\real\11875_0.npy,1
data\features\mel_spectrograms\real\4918_0.npy,1
data\features\mel_spectrograms\fake\ai_00586_1.npy,0
data\features\mel_spectrograms\fake\ai_00041_1.npy,0
data\features\mel_spectrograms\fake\ai_235_3.npy,0
data\features\mel_spectrograms\fake\ai_493_1.npy,0
data\features\mel_spectrograms\fake\ai_293_2.npy,0
data\features\mel_spectrograms\fake\ai_576_2.npy,0
data\features\mel_spectrograms\real\17233_1.npy,1
data\features\mel_spectrograms\real\7048_1.npy,1
data\features\mel_spectrograms\fake\ai_332_2.npy,0
data\features\mel_spectrograms\fake\ai_00891_0.npy,0
data\features\mel_spectrograms\real\8664_1.npy,1
data\features\mel_spectrograms\real\17198_0.npy,1
data\features\mel_spectrograms\real\23246_0.npy,1
data\features\mel_spectrograms\fake\ai_26_4.npy,0
data\features\mel_spectrograms\real\18515_0.npy,1
data\features\mel_spectrograms\fake\ai_959_1.npy,0
data\features\mel_spectrograms\real\human_0670_0.npy,1
data\features\mel_spectrograms\real\human_0609_2.npy,1
data\features\mel_spectrograms\real\human_0083_1.npy,1
data\features\mel_spectrograms\fake\ai_329_2.npy,0
data\features\mel_spectrograms\real\2677_1.npy,1
data\features\mel_spectrograms\fake\ai_00712_1.npy,0
data\features\mel_spectrograms\fake\ai_333_0.npy,0
data\features\mel_spectrograms\real\2396_1.npy,1
data\features\mel_spectrograms\fake\ai_445_2.npy,0
data\features\mel_spectrograms\real\human_0900_0.npy,1
data\features\mel_spectrograms\real\23272_0.npy,1
data\features\mel_spectrograms\fake\ai_01073_0.npy,0
data\features\mel_spectrograms\fake\ai_990_1.npy,0
data\features\mel_spectrograms\real\human_0693_2.npy,1
data\features\mel_spectrograms\fake\ai_847_1.npy,0
data\features\mel_spectrograms\real\human_0019_0.npy,1
data\features\mel_spectrograms\fake\ai_421_1.npy,0
data\features\mel_spectrograms\fake\ai_00916_0.npy,0
data\features\mel_spectrograms\real\10279_1.npy,1
data\features\mel_spectrograms\fake\ai_632_2.npy,0
data\features\mel_spectrograms\fake\ai_00795_1.npy,0
data\features\mel_spectrograms\fake\ai_717_1.npy,0
data\features\mel_spectrograms\real\21473_0.npy,1
data\features\mel_spectrograms\fake\ai_00796_0.npy,0
data\features\mel_spectrograms\real\3365_1.npy,1
data\features\mel_spectrograms\fake\ai_48_4.npy,0
data\features\mel_spectrograms\real\human_0134_1.npy,1
data\features\mel_spectrograms\real\human_0585_1.npy,1
data\features\mel_spectrograms\fake\ai_906_1.npy,0
data\features\mel_spectrograms\fake\ai_00849_0.npy,0
data\features\mel_spectrograms\real\14313_0.npy,1
data\features\mel_spectrograms\real\human_0719_0.npy,1
data\features\mel_spectrograms\fake\ai_104_0.npy,0
data\features\mel_spectrograms\real\6219_0.npy,1
data\features\mel_spectrograms\fake\ai_432_0.npy,0
data\features\mel_spectrograms\fake\ai_219_2.npy,0
data\features\mel_spectrograms\real\22336_1.npy,1
data\features\mel_spectrograms\real\human_0170_1.npy,1
data\features\mel_spectrograms\real\4909_1.npy,1
data\features\mel_spectrograms\real\10556_1.npy,1
data\features\mel_spectrograms\fake\ai_00562_0.npy,0
data\features\mel_spectrograms\fake\ai_00206_2.npy,0
data\features\mel_spectrograms\fake\ai_486_1.npy,0
data\features\mel_spectrograms\fake\ai_00595_0.npy,0
data\features\mel_spectrograms\real\22484_0.npy,1
data\features\mel_spectrograms\fake\ai_519_3.npy,0
data\features\mel_spectrograms\real\human_0114_0.npy,1
data\features\mel_spectrograms\fake\ai_925_2.npy,0
data\features\mel_spectrograms\fake\ai_286_1.npy,0
data\features\mel_spectrograms\real\2900_1.npy,1
data\features\mel_spectrograms\fake\ai_97_4.npy,0
data\features\mel_spectrograms\real\9224_0.npy,1
data\features\mel_spectrograms\fake\ai_266_0.npy,0
data\features\mel_spectrograms\real\human_0065_1.npy,1
data\features\mel_spectrograms\fake\ai_00595_1.npy,0
data\features\mel_spectrograms\real\11701_0.npy,1
data\features\mel_spectrograms\real\human_0896_1.npy,1
data\features\mel_spectrograms\real\human_0607_1.npy,1
data\features\mel_spectrograms\fake\ai_190_0.npy,0
data\features\mel_spectrograms\fake\ai_00061_1.npy,0
data\features\mel_spectrograms\real\17893_0.npy,1
data\features\mel_spectrograms\real\554_0.npy,1
data\features\mel_spectrograms\real\human_0713_0.npy,1
data\features\mel_spectrograms\real\20490_0.npy,1
data\features\mel_spectrograms\fake\ai_216_3.npy,0
data\features\mel_spectrograms\fake\ai_00967_0.npy,0
data\features\mel_spectrograms\fake\ai_00525_1.npy,0
data\features\mel_spectrograms\fake\ai_595_1.npy,0
data\features\mel_spectrograms\fake\ai_339_0.npy,0
data\features\mel_spectrograms\real\13361_1.npy,1
data\features\mel_spectrograms\fake\ai_524_2.npy,0
data\features\mel_spectrograms\fake\ai_589_1.npy,0
data\features\mel_spectrograms\fake\ai_829_0.npy,0
data\features\mel_spectrograms\real\7267_1.npy,1
data\features\mel_spectrograms\fake\ai_00818_0.npy,0
data\features\mel_spectrograms\real\22887_0.npy,1
data\features\mel_spectrograms\real\human_0223_1.npy,1
data\features\mel_spectrograms\real\human_0075_0.npy,1
data\features\mel_spectrograms\fake\ai_215_1.npy,0
data\features\mel_spectrograms\real\human_0584_1.npy,1
data\features\mel_spectrograms\fake\ai_115_3.npy,0
data\features\mel_spectrograms\fake\ai_950_0.npy,0
data\features\mel_spectrograms\real\4104_1.npy,1
data\features\mel_spectrograms\real\8118_0.npy,1
data\features\mel_spectrograms\fake\ai_00814_0.npy,0
data\features\mel_spectrograms\fake\ai_470_1.npy,0
data\features\mel_spectrograms\real\24272_0.npy,1
data\features\mel_spectrograms\real\8842_1.npy,1
data\features\mel_spectrograms\fake\ai_496_1.npy,0
data\features\mel_spectrograms\real\5172_1.npy,1
data\features\mel_spectrograms\fake\ai_00876_1.npy,0
data\features\mel_spectrograms\real\human_0842_0.npy,1
data\features\mel_spectrograms\real\human_0312_1.npy,1
data\features\mel_spectrograms\fake\ai_00989_1.npy,0
data\features\mel_spectrograms\real\human_0946_0.npy,1
data\features\mel_spectrograms\real\17011_1.npy,1
data\features\mel_spectrograms\fake\ai_791_1.npy,0
data\features\mel_spectrograms\fake\ai_21_3.npy,0
data\features\mel_spectrograms\real\human_0120_0.npy,1
data\features\mel_spectrograms\real\human_0156_0.npy,1
data\features\mel_spectrograms\fake\ai_661_0.npy,0
data\features\mel_spectrograms\fake\ai_602_2.npy,0
data\features\mel_spectrograms\fake\ai_810_3.npy,0
data\features\mel_spectrograms\real\human_0437_0.npy,1
data\features\mel_spectrograms\real\1940_0.npy,1
data\features\mel_spectrograms\real\1709_1.npy,1
data\features\mel_spectrograms\fake\ai_00644_1.npy,0
data\features\mel_spectrograms\fake\ai_69_2.npy,0
data\features\mel_spectrograms\fake\ai_947_2.npy,0
data\features\mel_spectrograms\real\1213_0.npy,1
data\features\mel_spectrograms\fake\ai_00044_0.npy,0
data\features\mel_spectrograms\fake\ai_659_1.npy,0
data\features\mel_spectrograms\fake\ai_389_1.npy,0
data\features\mel_spectrograms\fake\ai_112_0.npy,0
data\features\mel_spectrograms\real\human_0464_1.npy,1
data\features\mel_spectrograms\real\24121_0.npy,1
data\features\mel_spectrograms\fake\ai_319_3.npy,0
data\features\mel_spectrograms\fake\ai_820_3.npy,0
data\features\mel_spectrograms\fake\ai_00196_0.npy,0
data\features\mel_spectrograms\fake\ai_00690_1.npy,0
data\features\mel_spectrograms\fake\ai_405_3.npy,0
data\features\mel_spectrograms\fake\ai_610_3.npy,0
data\features\mel_spectrograms\fake\ai_997_2.npy,0
data\features\mel_spectrograms\fake\ai_577_1.npy,0
data\features\mel_spectrograms\real\7816_1.npy,1
data\features\mel_spectrograms\real\13726_1.npy,1
data\features\mel_spectrograms\fake\ai_260_2.npy,0
data\features\mel_spectrograms\real\24724_0.npy,1
data\features\mel_spectrograms\fake\ai_281_2.npy,0
data\features\mel_spectrograms\fake\ai_00008_2.npy,0
data\features\mel_spectrograms\real\human_0928_1.npy,1
data\features\mel_spectrograms\fake\ai_653_0.npy,0
data\features\mel_spectrograms\real\human_0381_1.npy,1
data\features\mel_spectrograms\fake\ai_11_4.npy,0
data\features\mel_spectrograms\fake\ai_100_3.npy,0
data\features\mel_spectrograms\fake\ai_795_0.npy,0
data\features\mel_spectrograms\fake\ai_00708_1.npy,0
data\features\mel_spectrograms\fake\ai_582_2.npy,0
data\features\mel_spectrograms\fake\ai_230_3.npy,0
data\features\mel_spectrograms\real\21052_0.npy,1
data\features\mel_spectrograms\fake\ai_00972_1.npy,0
data\features\mel_spectrograms\fake\ai_00075_0.npy,0
data\features\mel_spectrograms\fake\ai_549_0.npy,0
data\features\mel_spectrograms\fake\ai_00457_0.npy,0
data\features\mel_spectrograms\real\human_0757_0.npy,1
data\features\mel_spectrograms\fake\ai_526_2.npy,0
data\features\mel_spectrograms\fake\ai_883_3.npy,0
data\features\mel_spectrograms\fake\ai_47_0.npy,0
data\features\mel_spectrograms\real\human_0466_1.npy,1
data\features\mel_spectrograms\fake\ai_592_1.npy,0
data\features\mel_spectrograms\fake\ai_00630_0.npy,0
data\features\mel_spectrograms\real\6386_1.npy,1
data\features\mel_spectrograms\fake\ai_00999_2.npy,0
data\features\mel_spectrograms\real\26772_1.npy,1
data\features\mel_spectrograms\fake\ai_374_2.npy,0
data\features\mel_spectrograms\fake\ai_83_2.npy,0
data\features\mel_spectrograms\fake\ai_00603_0.npy,0
data\features\mel_spectrograms\real\human_0741_1.npy,1
data\features\mel_spectrograms\real\human_0241_0.npy,1
data\features\mel_spectrograms\fake\ai_562_2.npy,0
data\features\mel_spectrograms\fake\ai_531_2.npy,0
data\features\mel_spectrograms\real\human_0380_1.npy,1
data\features\mel_spectrograms\fake\ai_941_0.npy,0
data\features\mel_spectrograms\fake\ai_49_4.npy,0
data\features\mel_spectrograms\fake\ai_230_0.npy,0
data\features\mel_spectrograms\real\human_0849_1.npy,1
data\features\mel_spectrograms\real\17543_0.npy,1
data\features\mel_spectrograms\fake\ai_994_0.npy,0
data\features\mel_spectrograms\fake\ai_686_0.npy,0
data\features\mel_spectrograms\real\human_0251_1.npy,1
data\features\mel_spectrograms\real\human_0272_0.npy,1
data\features\mel_spectrograms\fake\ai_00525_0.npy,0
data\features\mel_spectrograms\real\human_0099_1.npy,1
data\features\mel_spectrograms\real\human_0628_0.npy,1
data\features\mel_spectrograms\fake\ai_00546_2.npy,0
data\features\mel_spectrograms\fake\ai_662_0.npy,0
data\features\mel_spectrograms\real\9271_1.npy,1
data\features\mel_spectrograms\fake\ai_481_0.npy,0
data\features\mel_spectrograms\fake\ai_901_1.npy,0
data\features\mel_spectrograms\real\10304_0.npy,1
data\features\mel_spectrograms\fake\ai_838_1.npy,0
data\features\mel_spectrograms\fake\ai_00381_1.npy,0
data\features\mel_spectrograms\fake\ai_628_3.npy,0
data\features\mel_spectrograms\real\20737_1.npy,1
data\features\mel_spectrograms\fake\ai_789_1.npy,0
data\features\mel_spectrograms\fake\ai_876_3.npy,0
data\features\mel_spectrograms\real\human_0947_0.npy,1
data\features\mel_spectrograms\fake\ai_541_3.npy,0
data\features\mel_spectrograms\real\human_0746_0.npy,1
data\features\mel_spectrograms\fake\ai_114_0.npy,0
data\features\mel_spectrograms\real\human_0044_1.npy,1
data\features\mel_spectrograms\fake\ai_306_1.npy,0
data\features\mel_spectrograms\real\human_0269_2.npy,1
data\features\mel_spectrograms\fake\ai_275_2.npy,0
data\features\mel_spectrograms\real\human_0890_0.npy,1
data\features\mel_spectrograms\fake\ai_596_3.npy,0
data\features\mel_spectrograms\fake\ai_407_2.npy,0
data\features\mel_spectrograms\fake\ai_635_1.npy,0
data\features\mel_spectrograms\fake\ai_00548_0.npy,0
data\features\mel_spectrograms\fake\ai_706_1.npy,0
data\features\mel_spectrograms\real\human_0358_0.npy,1
data\features\mel_spectrograms\fake\ai_00770_1.npy,0
data\features\mel_spectrograms\fake\ai_00072_0.npy,0
data\features\mel_spectrograms\fake\ai_350_0.npy,0
data\features\mel_spectrograms\fake\ai_379_1.npy,0
data\features\mel_spectrograms\fake\ai_95_0.npy,0
data\features\mel_spectrograms\fake\ai_917_0.npy,0
data\features\mel_spectrograms\fake\ai_645_0.npy,0
data\features\mel_spectrograms\real\human_0586_0.npy,1
data\features\mel_spectrograms\fake\ai_196_3.npy,0
data\features\mel_spectrograms\fake\ai_00717_0.npy,0
data\features\mel_spectrograms\fake\ai_356_1.npy,0
data\features\mel_spectrograms\real\18991_1.npy,1
data\features\mel_spectrograms\fake\ai_00059_0.npy,0
data\features\mel_spectrograms\fake\ai_641_2.npy,0
data\features\mel_spectrograms\fake\ai_263_1.npy,0
data\features\mel_spectrograms\fake\ai_00283_1.npy,0
data\features\mel_spectrograms\fake\ai_00860_1.npy,0
data\features\mel_spectrograms\fake\ai_574_0.npy,0
data\features\mel_spectrograms\fake\ai_739_2.npy,0
data\features\mel_spectrograms\real\11246_1.npy,1
data\features\mel_spectrograms\fake\ai_296_2.npy,0
data\features\mel_spectrograms\real\16329_1.npy,1
data\features\mel_spectrograms\fake\ai_14_2.npy,0
data\features\mel_spectrograms\real\1053_1.npy,1
data\features\mel_spectrograms\fake\ai_57_2.npy,0
data\features\mel_spectrograms\fake\ai_00269_0.npy,0
data\features\mel_spectrograms\fake\ai_00576_0.npy,0
data\features\mel_spectrograms\real\19240_1.npy,1
data\features\mel_spectrograms\real\23246_1.npy,1
data\features\mel_spectrograms\real\human_0488_0.npy,1
data\features\mel_spectrograms\fake\ai_53_2.npy,0
data\features\mel_spectrograms\fake\ai_00930_0.npy,0
data\features\mel_spectrograms\fake\ai_00377_0.npy,0
data\features\mel_spectrograms\fake\ai_00332_0.npy,0
data\features\mel_spectrograms\fake\ai_01051_1.npy,0
data\features\mel_spectrograms\fake\ai_00536_1.npy,0
data\features\mel_spectrograms\real\human_0667_0.npy,1
data\features\mel_spectrograms\fake\ai_00654_0.npy,0
data\features\mel_spectrograms\real\5054_1.npy,1
data\features\mel_spectrograms\real\4065_0.npy,1
data\features\mel_spectrograms\fake\ai_720_1.npy,0
data\features\mel_spectrograms\fake\ai_00434_1.npy,0
data\features\mel_spectrograms\real\10701_1.npy,1
data\features\mel_spectrograms\real\26707_1.npy,1
data\features\mel_spectrograms\fake\ai_750_0.npy,0
data\features\mel_spectrograms\fake\ai_760_0.npy,0
data\features\mel_spectrograms\fake\ai_939_1.npy,0
data\features\mel_spectrograms\fake\ai_778_1.npy,0
data\features\mel_spectrograms\fake\ai_00968_1.npy,0
data\features\mel_spectrograms\fake\ai_00041_2.npy,0
data\features\mel_spectrograms\fake\ai_293_3.npy,0
data\features\mel_spectrograms\real\human_0898_1.npy,1
data\features\mel_spectrograms\fake\ai_00111_0.npy,0
data\features\mel_spectrograms\fake\ai_00781_0.npy,0
data\features\mel_spectrograms\fake\ai_206_3.npy,0
data\features\mel_spectrograms\fake\ai_00005_1.npy,0
data\features\mel_spectrograms\fake\ai_836_0.npy,0
data\features\mel_spectrograms\real\4285_0.npy,1
data\features\mel_spectrograms\fake\ai_390_1.npy,0
data\features\mel_spectrograms\fake\ai_00710_1.npy,0
data\features\mel_spectrograms\real\human_0180_0.npy,1
data\features\mel_spectrograms\fake\ai_00363_0.npy,0
data\features\mel_spectrograms\real\human_0967_1.npy,1
data\features\mel_spectrograms\real\12835_0.npy,1
data\features\mel_spectrograms\real\11704_0.npy,1
data\features\mel_spectrograms\real\human_0193_0.npy,1
data\features\mel_spectrograms\fake\ai_366_2.npy,0
data\features\mel_spectrograms\fake\ai_989_0.npy,0
data\features\mel_spectrograms\real\23695_1.npy,1
data\features\mel_spectrograms\fake\ai_835_2.npy,0
data\features\mel_spectrograms\fake\ai_00750_1.npy,0
data\features\mel_spectrograms\real\17932_0.npy,1
data\features\mel_spectrograms\fake\ai_288_0.npy,0
data\features\mel_spectrograms\fake\ai_615_0.npy,0
data\features\mel_spectrograms\fake\ai_00744_1.npy,0
data\features\mel_spectrograms\real\26525_1.npy,1
data\features\mel_spectrograms\fake\ai_00109_1.npy,0
data\features\mel_spectrograms\fake\ai_124_1.npy,0
data\features\mel_spectrograms\real\human_0084_2.npy,1
data\features\mel_spectrograms\fake\ai_00427_1.npy,0
data\features\mel_spectrograms\fake\ai_692_3.npy,0
data\features\mel_spectrograms\real\human_0643_0.npy,1
data\features\mel_spectrograms\real\human_0803_1.npy,1
data\features\mel_spectrograms\fake\ai_556_2.npy,0
